"id","filename","description","main","created","country_id","thumbnail","long_thumb","color_palette","height","screenshot","stat_count","story_count","viz_count","palette_image","screenshot_missing","total_stats"
168,"suriname.png","",False,"2016-07-06 02:16:35.158-04",186,"thumbnails/suriname.png","long_thumbs/suriname.png","[(248, 248, 233), (102, 58, 42), (163, 177, 110)]",2028,"screenshots/suriname.png",0,0,0,"palettes/suriname.png",NULL,0
169,"swaziland.png","",False,"2016-07-06 02:16:51.187-04",187,"thumbnails/swaziland.png","long_thumbs/swaziland.png","[(246, 247, 249), (77, 104, 138), (182, 188, 210)]",948,"screenshots/swaziland.png",4,0,0,"palettes/swaziland.png",NULL,4
170,"sweden.png","",False,"2016-07-06 02:16:59.326-04",188,"thumbnails/sweden.png","long_thumbs/sweden.png","[(245, 249, 248), (19, 136, 160), (94, 80, 70)]",2699,"screenshots/sweden.png",6,0,0,"palettes/sweden.png",NULL,6
98,"latvia.png","",False,"2016-07-06 01:51:59.887-04",117,"thumbnails/latvia.png","long_thumbs/latvia.png","[(249, 250, 249), (85, 7, 7), (115, 113, 111)]",2120,"screenshots/latvia.png",5,5,1,"palettes/latvia.png",NULL,11
131,"nicaragua.png","",False,"2016-07-06 02:01:05.719-04",147,"thumbnails/nicaragua.png","long_thumbs/nicaragua.png","[(56, 106, 150), (234, 234, 232), (13, 10, 9)]",934,"screenshots/nicaragua.png",0,0,0,"palettes/nicaragua.png",NULL,0
133,"nigeria.png","",False,"2016-07-06 02:01:43.73-04",149,"thumbnails/nigeria.png","long_thumbs/nigeria.png","[(104, 130, 124), (249, 246, 245), (39, 59, 46)]",4486,"screenshots/nigeria.png",8,0,0,"palettes/nigeria.png",NULL,8
100,"lesotho.png","",False,"2016-07-06 01:52:29.365-04",119,"thumbnails/lesotho.png","long_thumbs/lesotho.png","[(248, 249, 249), (29, 27, 88), (137, 135, 137)]",800,"screenshots/lesotho.png",22,0,0,"palettes/lesotho.png",NULL,22
136,"pakistan.png","",False,"2016-07-06 02:05:20.195-04",153,"thumbnails/pakistan.png","long_thumbs/pakistan.png","[(115, 134, 135), (248, 248, 248), (196, 202, 201)]",1500,"screenshots/pakistan.png",0,2,0,"palettes/pakistan.png",NULL,2
57,"dominican_republic.png","",False,"2016-07-06 01:41:12.748-04",71,"thumbnails/dominican_republic.png","long_thumbs/dominican_republic.png","[(222, 237, 229), (9, 7, 7), (58, 141, 175)]",2469,"screenshots/dominican_republic.png",7,1,1,"palettes/dominican_republic.png",NULL,9
58,"ecuador.png","",False,"2016-07-06 01:41:48.194-04",73,"thumbnails/ecuador.png","long_thumbs/ecuador.png","[(246, 246, 246), (12, 13, 22), (85, 121, 120)]",1882,"screenshots/ecuador.png",2,0,0,"palettes/ecuador.png",NULL,2
65,"faroe_islands.png","",False,"2016-07-06 01:43:28.225-04",80,"thumbnails/faroe_islands.png","long_thumbs/faroe_islands.png","[(244, 246, 246), (48, 129, 167), (225, 169, 91)]",1115,"screenshots/faroe_islands.png",8,1,0,"palettes/faroe_islands.png",NULL,9
